,year_month,Product_Name_top5_per_state_others,Customer State,Order Item Quantity,year
29,2015-01,Field & Stream Sportsman 16 Gun Fire Safe,TN,7,2015
30,2015-01,Field & Stream Sportsman 16 Gun Fire Safe,TX,24,2015
31,2015-01,Field & Stream Sportsman 16 Gun Fire Safe,UT,3,2015
32,2015-01,Field & Stream Sportsman 16 Gun Fire Safe,VA,4,2015
33,2015-01,Field & Stream Sportsman 16 Gun Fire Safe,WA,3,2015
34,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,AR,2,2015
35,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,AZ,11,2015
36,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,CA,99,2015
37,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,CO,8,2015
38,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,CT,5,2015
39,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,FL,14,2015
40,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,GA,4,2015
41,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,HI,4,2015
42,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,ID,2,2015
43,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,IL,26,2015
44,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,IN,2,2015
45,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,KS,1,2015
46,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,KY,1,2015
47,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,LA,3,2015
48,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,MA,8,2015
49,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,MD,2,2015
50,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,MI,18,2015
51,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,MO,2,2015
52,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,NC,2,2015
53,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,NJ,17,2015
54,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,NM,3,2015
55,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,NV,1,2015
56,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,NY,31,2015
57,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,OH,22,2015
58,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,OK,2,2015
59,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,OR,11,2015
60,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,PA,7,2015
61,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,PR,253,2015
62,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,RI,2,2015
63,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,SC,1,2015
64,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,TN,10,2015
65,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,TX,31,2015
66,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,UT,1,2015
67,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,VA,8,2015
68,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,WA,2,2015
69,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,WI,3,2015
70,2015-01,Nike Men's CJ Elite 2 TD Football Cleat,WV,1,2015
71,2015-01,Nike Men's Dri-FIT Victory Golf Polo,AR,5,2015
72,2015-01,Nike Men's Dri-FIT Victory Golf Polo,AZ,59,2015
73,2015-01,Nike Men's Dri-FIT Victory Golf Polo,CA,327,2015
74,2015-01,Nike Men's Dri-FIT Victory Golf Polo,CO,34,2015
75,2015-01,Nike Men's Dri-FIT Victory Golf Polo,DC,3,2015
76,2015-01,Nike Men's Dri-FIT Victory Golf Polo,FL,60,2015
77,2015-01,Nike Men's Dri-FIT Victory Golf Polo,GA,26,2015
78,2015-01,Nike Men's Dri-FIT Victory Golf Polo,HI,1,2015
79,2015-01,Nike Men's Dri-FIT Victory Golf Polo,IL,93,2015
80,2015-01,Nike Men's Dri-FIT Victory Golf Polo,IN,12,2015
81,2015-01,Nike Men's Dri-FIT Victory Golf Polo,KY,14,2015
82,2015-01,Nike Men's Dri-FIT Victory Golf Polo,LA,14,2015
83,2015-01,Nike Men's Dri-FIT Victory Golf Polo,MA,12,2015
84,2015-01,Nike Men's Dri-FIT Victory Golf Polo,MD,21,2015
85,2015-01,Nike Men's Dri-FIT Victory Golf Polo,MI,42,2015
86,2015-01,Nike Men's Dri-FIT Victory Golf Polo,MN,3,2015
87,2015-01,Nike Men's Dri-FIT Victory Golf Polo,NC,12,2015
88,2015-01,Nike Men's Dri-FIT Victory Golf Polo,NJ,34,2015
89,2015-01,Nike Men's Dri-FIT Victory Golf Polo,NM,10,2015
90,2015-01,Nike Men's Dri-FIT Victory Golf Polo,NV,17,2015
91,2015-01,Nike Men's Dri-FIT Victory Golf Polo,NY,131,2015
92,2015-01,Nike Men's Dri-FIT Victory Golf Polo,OH,41,2015
93,2015-01,Nike Men's Dri-FIT Victory Golf Polo,OK,7,2015
94,2015-01,Nike Men's Dri-FIT Victory Golf Polo,OR,27,2015
95,2015-01,Nike Men's Dri-FIT Victory Golf Polo,PA,26,2015
96,2015-01,Nike Men's Dri-FIT Victory Golf Polo,PR,650,2015
97,2015-01,Nike Men's Dri-FIT Victory Golf Polo,RI,5,2015
98,2015-01,Nike Men's Dri-FIT Victory Golf Polo,SC,4,2015
99,2015-01,Nike Men's Dri-FIT Victory Golf Polo,TN,22,2015
100,2015-01,Nike Men's Dri-FIT Victory Golf Polo,TX,99,2015
101,2015-01,Nike Men's Dri-FIT Victory Golf Polo,UT,10,2015
102,2015-01,Nike Men's Dri-FIT Victory Golf Polo,VA,23,2015
103,2015-01,Nike Men's Dri-FIT Victory Golf Polo,WA,7,2015
104,2015-01,Nike Men's Dri-FIT Victory Golf Polo,WI,4,2015
105,2015-01,Nike Men's Dri-FIT Victory Golf Polo,WV,2,2015
106,2015-01,Nike Men's Free 5.0+ Running Shoe,AR,3,2015
107,2015-01,Nike Men's Free 5.0+ Running Shoe,AZ,22,2015
108,2015-01,Nike Men's Free 5.0+ Running Shoe,CA,173,2015
109,2015-01,Nike Men's Free 5.0+ Running Shoe,CO,8,2015
110,2015-01,Nike Men's Free 5.0+ Running Shoe,CT,4,2015
111,2015-01,Nike Men's Free 5.0+ Running Shoe,FL,23,2015
112,2015-01,Nike Men's Free 5.0+ Running Shoe,GA,9,2015
113,2015-01,Nike Men's Free 5.0+ Running Shoe,HI,2,2015
114,2015-01,Nike Men's Free 5.0+ Running Shoe,IL,54,2015
115,2015-01,Nike Men's Free 5.0+ Running Shoe,IN,6,2015
116,2015-01,Nike Men's Free 5.0+ Running Shoe,KS,3,2015
117,2015-01,Nike Men's Free 5.0+ Running Shoe,KY,3,2015
118,2015-01,Nike Men's Free 5.0+ Running Shoe,LA,8,2015
119,2015-01,Nike Men's Free 5.0+ Running Shoe,MA,18,2015
120,2015-01,Nike Men's Free 5.0+ Running Shoe,MD,18,2015
121,2015-01,Nike Men's Free 5.0+ Running Shoe,MI,37,2015
122,2015-01,Nike Men's Free 5.0+ Running Shoe,MN,5,2015
123,2015-01,Nike Men's Free 5.0+ Running Shoe,MO,6,2015
124,2015-01,Nike Men's Free 5.0+ Running Shoe,NC,15,2015
125,2015-01,Nike Men's Free 5.0+ Running Shoe,NJ,24,2015
126,2015-01,Nike Men's Free 5.0+ Running Shoe,NM,4,2015
127,2015-01,Nike Men's Free 5.0+ Running Shoe,NV,5,2015
128,2015-01,Nike Men's Free 5.0+ Running Shoe,NY,89,2015
129,2015-01,Nike Men's Free 5.0+ Running Shoe,OH,43,2015
130,2015-01,Nike Men's Free 5.0+ Running Shoe,OK,3,2015
131,2015-01,Nike Men's Free 5.0+ Running Shoe,OR,15,2015
132,2015-01,Nike Men's Free 5.0+ Running Shoe,PA,23,2015
133,2015-01,Nike Men's Free 5.0+ Running Shoe,PR,412,2015
134,2015-01,Nike Men's Free 5.0+ Running Shoe,RI,4,2015
135,2015-01,Nike Men's Free 5.0+ Running Shoe,SC,1,2015
136,2015-01,Nike Men's Free 5.0+ Running Shoe,TN,13,2015
137,2015-01,Nike Men's Free 5.0+ Running Shoe,TX,29,2015
138,2015-01,Nike Men's Free 5.0+ Running Shoe,UT,5,2015
139,2015-01,Nike Men's Free 5.0+ Running Shoe,VA,27,2015
140,2015-01,Nike Men's Free 5.0+ Running Shoe,WA,11,2015
141,2015-01,Nike Men's Free 5.0+ Running Shoe,WI,7,2015
142,2015-01,Nike Men's Free 5.0+ Running Shoe,WV,6,2015
143,2015-01,O'Brien Men's Neoprene Life Vest,AR,2,2015
144,2015-01,O'Brien Men's Neoprene Life Vest,AZ,46,2015
145,2015-01,O'Brien Men's Neoprene Life Vest,CA,309,2015
146,2015-01,O'Brien Men's Neoprene Life Vest,CO,15,2015
147,2015-01,O'Brien Men's Neoprene Life Vest,CT,3,2015
148,2015-01,O'Brien Men's Neoprene Life Vest,DC,4,2015
149,2015-01,O'Brien Men's Neoprene Life Vest,FL,60,2015
150,2015-01,O'Brien Men's Neoprene Life Vest,GA,20,2015
151,2015-01,O'Brien Men's Neoprene Life Vest,HI,7,2015
152,2015-01,O'Brien Men's Neoprene Life Vest,IL,88,2015
153,2015-01,O'Brien Men's Neoprene Life Vest,IN,6,2015
154,2015-01,O'Brien Men's Neoprene Life Vest,KS,2,2015
155,2015-01,O'Brien Men's Neoprene Life Vest,KY,14,2015
156,2015-01,O'Brien Men's Neoprene Life Vest,LA,22,2015
157,2015-01,O'Brien Men's Neoprene Life Vest,MA,18,2015
158,2015-01,O'Brien Men's Neoprene Life Vest,MD,28,2015
159,2015-01,O'Brien Men's Neoprene Life Vest,MI,63,2015
160,2015-01,O'Brien Men's Neoprene Life Vest,MO,9,2015
161,2015-01,O'Brien Men's Neoprene Life Vest,NC,7,2015
162,2015-01,O'Brien Men's Neoprene Life Vest,ND,7,2015
163,2015-01,O'Brien Men's Neoprene Life Vest,NJ,39,2015
164,2015-01,O'Brien Men's Neoprene Life Vest,NM,11,2015
165,2015-01,O'Brien Men's Neoprene Life Vest,NV,5,2015
166,2015-01,O'Brien Men's Neoprene Life Vest,NY,121,2015
167,2015-01,O'Brien Men's Neoprene Life Vest,OH,37,2015
168,2015-01,O'Brien Men's Neoprene Life Vest,OK,6,2015
169,2015-01,O'Brien Men's Neoprene Life Vest,OR,19,2015
170,2015-01,O'Brien Men's Neoprene Life Vest,PA,63,2015
171,2015-01,O'Brien Men's Neoprene Life Vest,PR,722,2015
172,2015-01,O'Brien Men's Neoprene Life Vest,SC,4,2015
173,2015-01,O'Brien Men's Neoprene Life Vest,TN,16,2015
174,2015-01,O'Brien Men's Neoprene Life Vest,TX,66,2015
175,2015-01,O'Brien Men's Neoprene Life Vest,VA,32,2015
176,2015-01,O'Brien Men's Neoprene Life Vest,WA,4,2015
177,2015-01,O'Brien Men's Neoprene Life Vest,WI,9,2015
178,2015-01,O'Brien Men's Neoprene Life Vest,WV,8,2015
179,2015-01,Other,AR,3,2015
180,2015-01,Other,AZ,31,2015
181,2015-01,Other,CA,344,2015
182,2015-01,Other,CO,27,2015
183,2015-01,Other,CT,7,2015
184,2015-01,Other,DC,1,2015
185,2015-01,Other,FL,83,2015
186,2015-01,Other,GA,20,2015
187,2015-01,Other,HI,12,2015
188,2015-01,Other,IA,1,2015
189,2015-01,Other,ID,8,2015
190,2015-01,Other,IL,86,2015
191,2015-01,Other,IN,10,2015
192,2015-01,Other,KS,4,2015
193,2015-01,Other,KY,4,2015
194,2015-01,Other,LA,7,2015
195,2015-01,Other,MA,34,2015
196,2015-01,Other,MD,27,2015
197,2015-01,Other,MI,51,2015
198,2015-01,Other,MN,3,2015
199,2015-01,Other,MO,5,2015
200,2015-01,Other,NC,21,2015
201,2015-01,Other,NJ,34,2015
202,2015-01,Other,NM,3,2015
203,2015-01,Other,NV,4,2015
204,2015-01,Other,NY,120,2015
205,2015-01,Other,OH,65,2015
206,2015-01,Other,OK,4,2015
207,2015-01,Other,OR,11,2015
208,2015-01,Other,PA,35,2015
209,2015-01,Other,PR,702,2015
210,2015-01,Other,RI,5,2015
211,2015-01,Other,SC,10,2015
212,2015-01,Other,TN,22,2015
213,2015-01,Other,TX,70,2015
214,2015-01,Other,UT,9,2015
215,2015-01,Other,VA,11,2015
216,2015-01,Other,WA,1,2015
217,2015-01,Other,WI,12,2015
218,2015-01,Other,WV,1,2015
219,2015-01,Pelican Sunstream 100 Kayak,AR,2,2015
220,2015-01,Pelican Sunstream 100 Kayak,AZ,11,2015
221,2015-01,Pelican Sunstream 100 Kayak,CA,78,2015
222,2015-01,Pelican Sunstream 100 Kayak,CO,5,2015
223,2015-01,Pelican Sunstream 100 Kayak,CT,2,2015
224,2015-01,Pelican Sunstream 100 Kayak,DC,2,2015
225,2015-01,Pelican Sunstream 100 Kayak,FL,22,2015
226,2015-01,Pelican Sunstream 100 Kayak,GA,3,2015
227,2015-01,Pelican Sunstream 100 Kayak,HI,4,2015
228,2015-01,Pelican Sunstream 100 Kayak,IL,22,2015
229,2015-01,Pelican Sunstream 100 Kayak,IN,3,2015
230,2015-01,Pelican Sunstream 100 Kayak,KY,1,2015
231,2015-01,Pelican Sunstream 100 Kayak,MA,6,2015
232,2015-01,Pelican Sunstream 100 Kayak,MD,4,2015
233,2015-01,Pelican Sunstream 100 Kayak,MI,18,2015
234,2015-01,Pelican Sunstream 100 Kayak,MN,1,2015
235,2015-01,Pelican Sunstream 100 Kayak,MO,2,2015
236,2015-01,Pelican Sunstream 100 Kayak,NC,6,2015
237,2015-01,Pelican Sunstream 100 Kayak,NJ,6,2015
238,2015-01,Pelican Sunstream 100 Kayak,NM,3,2015
239,2015-01,Pelican Sunstream 100 Kayak,NV,2,2015
240,2015-01,Pelican Sunstream 100 Kayak,NY,25,2015
241,2015-01,Pelican Sunstream 100 Kayak,OH,13,2015
242,2015-01,Pelican Sunstream 100 Kayak,OR,3,2015
243,2015-01,Pelican Sunstream 100 Kayak,PA,12,2015
244,2015-01,Pelican Sunstream 100 Kayak,PR,176,2015
245,2015-01,Pelican Sunstream 100 Kayak,SC,3,2015
246,2015-01,Pelican Sunstream 100 Kayak,TN,5,2015
247,2015-01,Pelican Sunstream 100 Kayak,TX,19,2015
248,2015-01,Pelican Sunstream 100 Kayak,UT,4,2015
249,2015-01,Pelican Sunstream 100 Kayak,VA,4,2015
250,2015-01,Pelican Sunstream 100 Kayak,WA,1,2015
251,2015-01,Pelican Sunstream 100 Kayak,WI,3,2015
252,2015-01,Perfect Fitness Perfect Rip Deck,AR,2,2015
253,2015-01,Perfect Fitness Perfect Rip Deck,AZ,54,2015
254,2015-01,Perfect Fitness Perfect Rip Deck,CA,419,2015
255,2015-01,Perfect Fitness Perfect Rip Deck,CO,28,2015
256,2015-01,Perfect Fitness Perfect Rip Deck,CT,4,2015
257,2015-01,Perfect Fitness Perfect Rip Deck,FL,63,2015
258,2015-01,Perfect Fitness Perfect Rip Deck,GA,24,2015
259,2015-01,Perfect Fitness Perfect Rip Deck,HI,17,2015
260,2015-01,Perfect Fitness Perfect Rip Deck,ID,5,2015
261,2015-01,Perfect Fitness Perfect Rip Deck,IL,124,2015
262,2015-01,Perfect Fitness Perfect Rip Deck,IN,25,2015
263,2015-01,Perfect Fitness Perfect Rip Deck,KS,12,2015
264,2015-01,Perfect Fitness Perfect Rip Deck,KY,7,2015
265,2015-01,Perfect Fitness Perfect Rip Deck,LA,2,2015
266,2015-01,Perfect Fitness Perfect Rip Deck,MA,34,2015
267,2015-01,Perfect Fitness Perfect Rip Deck,MD,28,2015
268,2015-01,Perfect Fitness Perfect Rip Deck,MI,56,2015
269,2015-01,Perfect Fitness Perfect Rip Deck,MN,7,2015
270,2015-01,Perfect Fitness Perfect Rip Deck,MO,12,2015
271,2015-01,Perfect Fitness Perfect Rip Deck,NC,50,2015
272,2015-01,Perfect Fitness Perfect Rip Deck,ND,5,2015
273,2015-01,Perfect Fitness Perfect Rip Deck,NJ,48,2015
274,2015-01,Perfect Fitness Perfect Rip Deck,NM,22,2015
275,2015-01,Perfect Fitness Perfect Rip Deck,NV,7,2015
276,2015-01,Perfect Fitness Perfect Rip Deck,NY,127,2015
277,2015-01,Perfect Fitness Perfect Rip Deck,OH,49,2015
278,2015-01,Perfect Fitness Perfect Rip Deck,OK,2,2015
279,2015-01,Perfect Fitness Perfect Rip Deck,OR,10,2015
280,2015-01,Perfect Fitness Perfect Rip Deck,PA,40,2015
281,2015-01,Perfect Fitness Perfect Rip Deck,PR,898,2015
282,2015-01,Perfect Fitness Perfect Rip Deck,RI,10,2015
283,2015-01,Perfect Fitness Perfect Rip Deck,SC,23,2015
284,2015-01,Perfect Fitness Perfect Rip Deck,TN,13,2015
285,2015-01,Perfect Fitness Perfect Rip Deck,TX,93,2015
286,2015-01,Perfect Fitness Perfect Rip Deck,UT,14,2015
287,2015-01,Perfect Fitness Perfect Rip Deck,VA,35,2015
288,2015-01,Perfect Fitness Perfect Rip Deck,WA,14,2015
289,2015-01,Perfect Fitness Perfect Rip Deck,WI,7,2015
290,2015-01,Under Armour Girls' Toddler Spine Surge Runni,AR,2,2015
291,2015-01,Under Armour Girls' Toddler Spine Surge Runni,AZ,38,2015
292,2015-01,Under Armour Girls' Toddler Spine Surge Runni,CA,196,2015
293,2015-01,Under Armour Girls' Toddler Spine Surge Runni,CO,15,2015
294,2015-01,Under Armour Girls' Toddler Spine Surge Runni,CT,5,2015
295,2015-01,Under Armour Girls' Toddler Spine Surge Runni,DC,10,2015
296,2015-01,Under Armour Girls' Toddler Spine Surge Runni,FL,30,2015
297,2015-01,Under Armour Girls' Toddler Spine Surge Runni,GA,6,2015
298,2015-01,Under Armour Girls' Toddler Spine Surge Runni,HI,2,2015
299,2015-01,Under Armour Girls' Toddler Spine Surge Runni,IL,35,2015
300,2015-01,Under Armour Girls' Toddler Spine Surge Runni,IN,7,2015
301,2015-01,Under Armour Girls' Toddler Spine Surge Runni,KS,3,2015
302,2015-01,Under Armour Girls' Toddler Spine Surge Runni,KY,5,2015
303,2015-01,Under Armour Girls' Toddler Spine Surge Runni,LA,7,2015
304,2015-01,Under Armour Girls' Toddler Spine Surge Runni,MA,15,2015
305,2015-01,Under Armour Girls' Toddler Spine Surge Runni,MD,12,2015
306,2015-01,Under Armour Girls' Toddler Spine Surge Runni,MI,22,2015
307,2015-01,Under Armour Girls' Toddler Spine Surge Runni,MO,4,2015
308,2015-01,Under Armour Girls' Toddler Spine Surge Runni,NC,20,2015
309,2015-01,Under Armour Girls' Toddler Spine Surge Runni,NJ,13,2015
310,2015-01,Under Armour Girls' Toddler Spine Surge Runni,NM,2,2015
311,2015-01,Under Armour Girls' Toddler Spine Surge Runni,NV,5,2015
312,2015-01,Under Armour Girls' Toddler Spine Surge Runni,NY,44,2015
313,2015-01,Under Armour Girls' Toddler Spine Surge Runni,OH,33,2015
314,2015-01,Under Armour Girls' Toddler Spine Surge Runni,OR,6,2015
315,2015-01,Under Armour Girls' Toddler Spine Surge Runni,PA,52,2015
316,2015-01,Under Armour Girls' Toddler Spine Surge Runni,PR,373,2015
317,2015-01,Under Armour Girls' Toddler Spine Surge Runni,RI,2,2015
318,2015-01,Under Armour Girls' Toddler Spine Surge Runni,TN,9,2015
319,2015-01,Under Armour Girls' Toddler Spine Surge Runni,TX,39,2015
320,2015-01,Under Armour Girls' Toddler Spine Surge Runni,UT,7,2015
321,2015-01,Under Armour Girls' Toddler Spine Surge Runni,VA,8,2015
322,2015-01,Under Armour Girls' Toddler Spine Surge Runni,WA,7,2015
323,2015-01,Under Armour Girls' Toddler Spine Surge Runni,WI,2,2015
324,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,AR,1,2015
325,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,AZ,8,2015
326,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,CA,66,2015
327,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,CO,9,2015
328,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,CT,2,2015
329,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,DE,1,2015
330,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,FL,16,2015
331,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,GA,3,2015
332,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,HI,3,2015
333,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,IL,13,2015
334,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,IN,5,2015
335,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,KY,1,2015
336,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,LA,4,2015
337,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,MA,1,2015
338,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,MD,4,2015
339,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,MI,8,2015
340,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,MN,3,2015
341,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,MO,5,2015
342,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,NC,3,2015
343,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,NJ,5,2015
344,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,NV,2,2015
345,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,NY,27,2015
346,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,OH,10,2015
347,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,OR,8,2015
348,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,PA,6,2015
349,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,PR,184,2015
350,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,SC,3,2015
351,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,TN,2,2015
352,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,TX,26,2015
353,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,UT,2,2015
354,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,VA,6,2015
355,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,WA,3,2015
356,2015-02,Field & Stream Sportsman 16 Gun Fire Safe,WI,2,2015
357,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,AR,5,2015
358,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,AZ,13,2015
359,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,CA,108,2015
360,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,CO,3,2015
361,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,CT,6,2015
362,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,DC,5,2015
363,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,DE,2,2015
364,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,FL,14,2015
365,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,GA,7,2015
366,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,HI,5,2015
367,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,ID,2,2015
368,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,IL,28,2015
369,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,IN,1,2015
370,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,KS,4,2015
371,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,KY,3,2015
372,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,LA,2,2015
373,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,MA,2,2015
374,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,MD,2,2015
375,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,MI,15,2015
376,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,MN,3,2015
377,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,MO,9,2015
378,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,NC,9,2015
379,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,ND,3,2015
380,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,NJ,7,2015
381,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,NM,2,2015
382,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,NV,2,2015
383,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,NY,47,2015
384,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,OH,12,2015
385,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,OK,1,2015
386,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,OR,9,2015
387,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,PA,13,2015
388,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,PR,235,2015
389,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,RI,1,2015
390,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,SC,2,2015
391,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,TN,5,2015
392,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,TX,38,2015
393,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,UT,4,2015
394,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,VA,6,2015
395,2015-02,Nike Men's CJ Elite 2 TD Football Cleat,WI,7,2015
396,2015-02,Nike Men's Dri-FIT Victory Golf Polo,AR,4,2015
397,2015-02,Nike Men's Dri-FIT Victory Golf Polo,AZ,3,2015
